Unnamed: 0,Unnamed: 0.1,tic,date,high,low,open,close,adjcp,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30
300.0,300.0,BTC,2014-02-23 23:59:59,639.9099731445312,599.7000122070312,606.469970703125,605.8200073242188,605.8200073242188,0.0010728654898293,0.0562707824241077,-0.0101020023161966,0.0,0.0006607387026433,-0.0213033668471567,0.0146545023527178,0.0388167952966802,0.0933759044022344,0.1474371793379949,0.1844717236455395
300.5,300.5,BTC,2014-02-24 23:59:59,623.7599792480469,569.2000122070312,606.2549743652344,576.0700073242188,576.0700073242188,0.055193016708975445,0.08422886866634975,-0.01202493128607305,0.0,-0.048776625532191004,0.017950591183899953,0.05932149600540245,0.0870525034356083,0.14002792601606123,0.19993764657574442,0.23959790196760275
301.0,301.0,BTC,2014-02-25 23:59:59,596.2999877929688,519.6033426920573,584.2499796549479,563.6166788736979,563.6166788736979,0.0377420308155281,0.0578046632880726,-0.08121618616795744,0.0,-0.037160929718255874,0.03385637360420167,0.07246579529227073,0.10260606938496374,0.1527141147584696,0.21612765855149474,0.25692170716956225
301.5,301.5,BTC,2014-02-26 23:59:59,598.1749877929688,522.8475112915039,572.4474792480469,568.385009765625,568.385009765625,0.00872062657026302,0.05241062272267205,-0.08241155833128617,0.0,-0.007460839167014753,0.022432731378744977,0.05684896073757568,0.08643100135526292,0.13256146528295054,0.19637554866061832,0.23851381558175117
302.5,302.5,BTC,2014-02-27 23:59:59,586.7099914550781,514.577507019043,566.2424926757812,561.6225128173828,561.6225128173828,0.009696429750315094,0.044943117065190726,-0.08513426688714644,0.0,-0.009307871348953327,0.024169924952181752,0.05534335289311288,0.0858599561240858,0.12617261805676439,0.19146071338601936,0.23685654219829894
303.5,303.5,BTC,2014-02-28 23:59:59,580.8424987792969,516.1949996948242,559.6575012207031,562.3575134277344,562.3575134277344,-0.0037768564511218555,0.03277228604234485,-0.08350890961489235,0.0,0.0024987625849431233,0.014370299803690551,0.04153171485498708,0.07339481624389146,0.1079634197902595,0.1704447243138001,0.21925794381006425
304.5,304.5,BTC,2014-03-01 23:59:59,588.8424987792969,545.9149932861328,562.0774993896484,569.0825042724609,569.0825042724609,-0.01142186300817473,0.034967576851440155,-0.04024269685341499,0.0,0.013422966689905523,-0.003196760657676825,0.018911687139996473,0.0506393666424937,0.0812610607508197,0.13732949728230023,0.1898664445348392
305.5,305.5,BTC,2014-03-02 23:59:59,580.5124969482422,551.0874938964844,569.625,563.3574981689453,563.3574981689453,0.011486709328345045,0.030684564593003127,-0.02165506593995302,0.0,-0.009559338645818427,0.0030827926719416746,0.021264348358155674,0.0518327034777467,0.08113163421634675,0.1304583744892349,0.18657490001865185
306.5,306.5,BTC,2014-03-03 23:59:59,607.7274932861328,549.5625,564.8524932861328,585.6049957275391,585.6049957275391,-0.029142722149309103,0.03724402888582312,-0.05655600794693917,0.0,0.04034149990008067,-0.024598030278076,-0.013744171826930603,0.012497828403808524,0.03867426277348158,0.07936436709914695,0.13528905741521743
307.5,307.5,BTC,2014-03-04 23:59:59,635.7474822998047,577.1900024414062,586.9874877929688,614.9850006103516,614.9850006103516,-0.04245033565908145,0.03240622224661095,-0.05885620619819687,0.0,0.0527214724387232,-0.05344791221126577,-0.05616039897985395,-0.037725185930537,-0.014676491325019424,0.017776382010335347,0.07075681219639013
308.5,308.5,BTC,2014-03-05 23:59:59,660.9724884033203,603.9375152587891,616.0674896240234,639.9600067138672,639.9600067138672,-0.035241125418427846,0.03226634149157528,-0.054446520797756345,0.0,0.044803476503044254,-0.06748168285893583,-0.08579805260182881,-0.07586769775764113,-0.055824107350433576,-0.03041624311221095,0.01728467886993193
309.5,309.5,BTC,2014-03-06 23:59:59,685.7949981689453,628.0675048828125,640.3899993896484,665.9775085449219,665.9775085449219,-0.038315241956246957,0.029717861273685597,-0.05683329280566267,0.0,0.0467560891579371,-0.07800199440631404,-0.11324017442201274,-0.11242898127355076,-0.09645030886338882,-0.07671896370770655,-0.03668094632679038
310.5,310.5,BTC,2014-03-07 23:59:59,676.4025115966797,642.0249938964844,665.8274993896484,656.3250122070312,656.3250122070312,0.015041389781404494,0.030938720835490624,-0.021770388318547825,0.0,-0.014534167548916201,-0.035025463729046316,-0.08683965148198934,-0.09382068750835053,-0.08157193137475545,-0.06453803363185548,-0.030549563394880574
311.5,311.5,BTC,2014-03-08 23:59:59,661.1325225830078,629.2200012207031,656.1824951171875,643.9925079345703,643.9925079345703,0.019437701736070567,0.027063143898538047,-0.02286811340259625,0.0,-0.018816411028166675,0.0019150185216263785,-0.05703647605443663,-0.07086194962657798,-0.06275331057175484,-0.048293248051946354,-0.020284212129298675
312.5,312.5,BTC,2014-03-09 23:59:59,653.5500183105469,620.7374877929688,643.6999969482422,636.8550109863281,636.8550109863281,0.01105856944604447,0.026512167160845,-0.02530351772545635,0.0,-0.010440805822351226,0.019307005473908803,-0.035255439086441104,-0.055950905190930024,-0.05275802335825955,-0.04015163511774385,-0.01719744069302415
313.5,313.5,BTC,2014-03-10 23:59:59,647.2975158691406,612.0449981689453,636.6524963378906,627.8375091552734,627.8375091552734,0.014210844608437845,0.031044380289310426,-0.02509024080015925,0.0,-0.013420115490849501,0.029395231494160005,-0.011759228574367103,-0.0385664878591678,-0.039880682880560125,-0.028447252106209076,-0.009708516241425425
314.5,314.5,BTC,2014-03-11 23:59:59,640.5675048828125,612.6675109863281,627.5625,629.0774993896484,629.0774993896484,-0.0021889653882764056,0.018363097557309648,-0.0260242267741187,0.0,0.0021679183414611745,0.015709815991875677,-0.004202966988198277,-0.03557960355585895,-0.04128429849277715,-0.031527988213331574,-0.01605397041430955
315.5,315.5,BTC,2014-03-12 23:59:59,643.7900085449219,618.9300079345703,628.125,632.739990234375,632.739990234375,-0.007207816919864206,0.017501022063176275,-0.021789045402002022,0.0,0.00602459966190005,0.002161374991054853,0.0009892847671961716,-0.035048752662455426,-0.04498157255495865,-0.03786240259231475,-0.0247812382095635
316.5,316.5,BTC,2014-03-13 23:59:59,643.8525085449219,623.5550079345703,632.4524993896484,633.0349884033203,633.0349884033203,-0.0008736819856837545,0.017131611793877725,-0.014985836869043525,0.0,0.0005140488729115504,-0.0017391916677056468,0.007970246387130021,-0.028733807054770952,-0.042437680580928,-0.03834563823537805,-0.0275536836195298
317.5,317.5,BTC,2014-03-14 23:59:59,642.5450134277344,626.6025085449219,632.9049987792969,633.2874908447266,633.2874908447266,-0.0005610832641778549,0.014639844810141625,-0.010532696906147375,0.0,0.0004541109865020504,-0.0032801002473918464,0.010477929555023146,-0.021523636758426976,-0.039356497109082775,-0.03909602177539913,-0.029998712720103574
318.5,318.5,BTC,2014-03-15 23:59:59,642.7250213623047,628.7174987792969,633.2599945068359,633.7899932861328,633.7899932861328,-0.0007852944585673297,0.01412750440206655,-0.007978794290581,0.0,0.0008476511334158756,-0.0021923009252781717,0.008714539894921271,-0.014800122088830175,-0.036303735262085975,-0.0396224998648059,-0.03174893826876328
319.5,319.5,BTC,2014-03-16 23:59:59,640.0975189208984,628.3674926757812,634.4075012207031,633.5424957275391,633.5424957275391,0.0014249856982022956,0.010366246372104749,-0.00814282693715395,0.0,-0.0003288677108565742,-0.0003866725931049716,0.003974816547894896,-0.00760722745443205,-0.03191709594674287,-0.038585582418166474,-0.0321195993713196
320.5,320.5,BTC,2014-03-17 23:59:59,637.2175140380859,624.8687438964844,633.7324981689453,629.6007385253906,629.6007385253906,0.00662899406924722,0.012132365129727249,-0.0075033739961676,0.0,-0.006178711261571574,0.004895083528099179,0.006044537759733246,0.0056638001645197,-0.021395582586354673,-0.03115642014227835,-0.026719937205160926
321.5,321.5,BTC,2014-03-18 23:59:59,632.9327545166016,619.0152435302734,629.6569976806641,626.1087341308594,626.1087341308594,0.005764324012853546,0.0109398987371898,-0.011358615541515474,0.0,-0.005548767540632724,0.008352237202491003,0.008892981842584146,0.01570579320088045,-0.011175538201878225,-0.023632173762095803,-0.021596808731444
322.5,322.5,BTC,2014-03-19 23:59:59,628.6477508544922,614.4642486572266,625.7884979248047,619.5507354736328,619.5507354736328,0.010060048191317046,0.014717853874480425,-0.008216932097410876,0.0,-0.010469368894492825,0.014562043764116479,0.01678022320447432,0.026876672733060998,0.003940327344120699,-0.011375656330606925,-0.01228246323237825
323.5,323.5,BTC,2014-03-20 23:59:59,621.7039947509766,604.3099975585938,619.0997467041016,608.9657440185547,608.9657440185547,0.01683118387086157,0.0210849318006518,-0.007570798168092601,0.0,-0.0171568965336463,0.024168682585063404,0.03155487460186275,0.041475943323953005,0.02548953966784025,0.00758987303967555,0.0039751803252383745
324.5,324.5,BTC,2014-03-21 23:59:59,614.6819915771484,590.5494995117188,608.4432525634766,596.2449951171875,596.2449951171875,0.02074892136114392,0.03142529096382747,-0.009587512852415575,0.0,-0.021033273609604553,0.0336944568430726,0.048359213048313275,0.056225961293796055,0.05010108907206645,0.030416283259908326,0.024286775893978225
325.5,325.5,BTC,2014-03-22 23:59:59,602.2212371826172,578.1982421875,595.7787475585938,583.7969970703125,583.7969970703125,0.020616786695195295,0.031673565332020495,-0.0098117360827916,0.0,-0.0208257122857432,0.03993553498439418,0.06227950357756752,0.07046961213285408,0.07424397650669272,0.05309870411758805,0.04477697342453875
326.5,326.5,BTC,2014-03-23 23:59:59,589.2807312011719,566.1437377929688,583.7457427978516,571.6429901123047,571.6429901123047,0.02097467839051577,0.030702328626142597,-0.0096625757097145,0.0,-0.020482560294783448,0.0426427055414953,0.07362214640396154,0.08433498322113638,0.09518652380786995,0.07513086504209479,0.06509072628698177
327.5,327.5,BTC,2014-03-24 23:59:59,583.4849853515625,557.2134857177734,571.9362487792969,570.3034820556641,570.3034820556641,0.0031103456121292714,0.023145888554466275,-0.022678505393342402,0.0,-0.001964524865114326,0.028152226163624408,0.0652582524011577,0.0791768702441258,0.09380166485114177,0.07811772310925369,0.06636163566023456
328.5,328.5,BTC,2014-03-25 23:59:59,578.6964874267578,559.9114837646484,571.1192474365234,573.4102325439453,573.4102325439453,-0.0037658069324497034,0.009316528355174,-0.023288431199595647,0.0,0.005589219183530975,0.010374298226451728,0.04917017990048397,0.06717882400606753,0.08226447573891621,0.07315565312860392,0.060015843628591546
329.5,329.5,BTC,2014-03-26 23:59:59,583.0664978027344,564.0544891357422,574.1947479248047,577.3569946289062,577.3569946289062,-0.005339681940586703,0.00995493787315805,-0.022822499601778772,0.0,0.007087848872576425,-0.003224817511635922,0.03215317087620714,0.0538224896059126,0.06709063052883346,0.06632520856546308,0.05237846383578372
330.5,330.5,BTC,2014-03-27 23:59:59,585.6470031738281,541.6447448730469,577.8180084228516,554.8487548828125,554.8487548828125,0.050495337508465146,0.06395789777815578,-0.022647013405786676,0.0,-0.038413963878793325,0.03378662083009208,0.06760270483285967,0.09499065106002505,0.10926212188365676,0.11789739812820238,0.1027643112752652
