Unnamed: 0,tic,date,high,low,open,close,adjcp,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30
0.0,BTC,2013-04-29 23:59:59,147.48800659179688,134.0,134.44400024414062,144.5399932861328,144.5399932861328,-0.0698491318039987,0.0203958312065792,-0.0729209476664893,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.5,BTC,2013-04-30 23:59:59,147.20899963378906,134.0250015258789,139.2220001220703,141.7699966430664,141.7699966430664,-0.016938954391208,0.0387230691132941,-0.054266218251382,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
1.0,BTC,2013-05-01 23:59:59,144.7693328857422,125.25666809082031,139.14800008138022,133.50999704996744,133.50999704996744,0.05141928367004863,0.09106312692013603,-0.0625899836418906,0.0,-0.07833407684568813,0.23476212835677748,0.0295915849457886,-0.012624205338786798,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
1.5,BTC,2013-05-02 23:59:59,139.9769992828369,117.01297569274902,133.45599937438965,126.43499755859375,126.43499755859375,0.06510661242021432,0.1167480617737924,-0.07766224036528495,0.0,-0.08392364720260302,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
2.0,BTC,2013-05-03 23:59:59,133.6071990966797,109.43038024902344,128.01479949951172,120.697998046875,120.697998046875,0.06947659428399751,0.11463220563806364,-0.1002883631891669,0.0,-0.08132007763165536,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
2.5,BTC,2013-05-04 23:59:59,130.50599924723306,106.60865020751953,123.02899932861328,119.3316650390625,119.3316650390625,0.036563826309436574,0.0992305417354234,-0.11320326562060205,0.0,-0.04261754124888587,0.19828695791160858,0.0295915849457886,-0.012624205338786802,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
3.0,BTC,2013-05-05 23:59:59,128.8337140764509,106.6849855695452,121.58199964250836,118.84285627092633,118.84285627092633,0.027630645209989976,0.08861662601976669,-0.10783655884728989,0.0,-0.032199157690017265,0.16227201450171239,0.029591584945788597,-0.012624205338786802,-0.053283463467581796,-0.0668315515153954,-0.0663524617828448
3.5,BTC,2013-05-06 23:59:59,128.31237506866455,106.6793622970581,120.88175010681152,118.02499961853027,118.02499961853027,0.028272985757730115,0.09130067713777368,-0.10065708194362542,0.0,-0.03206737023471337,0.13801873197307718,0.029591584945788597,-0.012624205338786802,-0.053283463467581796,-0.0668315515153954,-0.0663524617828448
4.0,BTC,2013-05-07 23:59:59,126.66033342149522,105.68165503607855,119.92266676161024,117.2999996609158,117.2999996609158,0.02587892705121599,0.08309337743002962,-0.10322483322916957,0.0,-0.029295862717803687,0.12118057823892207,0.0295915849457886,-0.012624205338786802,-0.053283463467581796,-0.0668315515153954,-0.0663524617828448
4.5,BTC,2013-05-08 23:59:59,125.57229995727539,106.07348937988282,118.89039993286133,116.92659988403321,116.92659988403321,0.01979878899810967,0.07673356406080076,-0.09639459525423734,0.0,-0.024513359950875478,0.10870079228860627,0.0295915849457886,-0.0126242053387868,-0.053283463467581796,-0.06683155151539541,-0.0663524617828448
